Timestamp;Type;ListName;ID;Action;Key;Value;OldValue
2024-01-22 13:13:28;[SUCCESS];DocumentList;22517;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:13:31;[SUCCESS];StagingArea;FileName: 50-PIDEL-B1022_CC.pdf;UPDATED
2024-01-22 13:13:33;[SUCCESS];Client Document List;18264;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:13:36;[SUCCESS];CE;Chief Engineering-Metallurgy-Welding-Corrosion Prevention;FileName: 50-PIDEL-B1022_BB_CR.pdf;UPDATED
2024-01-22 13:13:38;[SUCCESS];CE;Chief Engineering-Metallurgy-Welding-Corrosion Prevention;FileName: 50-PIDEL-B1022_CC.pdf;UPDATED
2024-01-22 13:13:41;[SUCCESS];Review Task Panel;75904;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:13:43;[SUCCESS];Review Task Panel;75908;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:13:45;[SUCCESS];Review Task Panel;75912;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:13:47;[SUCCESS];Review Task Panel;75914;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:13:49;[SUCCESS];Review Task Panel;75918;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:13:52;[SUCCESS];Review Task Panel;75921;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:13:54;[SUCCESS];Review Task Panel;75924;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:14:05;[SUCCESS];Review Task Panel;75929;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:14:07;[SUCCESS];Review Task Panel;75934;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:14:09;[SUCCESS];Review Task Panel;75938;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:14:11;[SUCCESS];Review Task Panel;75942;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:14:14;[SUCCESS];Review Task Panel;75947;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:14:16;[SUCCESS];Review Task Panel;75951;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:14:18;[SUCCESS];Review Task Panel;75956;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:14:20;[SUCCESS];Review Task Panel;75960;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:14:22;[SUCCESS];Review Task Panel;75964;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:14:24;[SUCCESS];Review Task Panel;75969;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:14:26;[SUCCESS];Review Task Panel;75974;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:14:28;[SUCCESS];Review Task Panel;75977;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:14:30;[SUCCESS];Review Task Panel;75982;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:14:32;[SUCCESS];Review Task Panel;75987;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:14:34;[SUCCESS];Review Task Panel;75991;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:14:36;[SUCCESS];Review Task Panel;75996;4355-XX-DE-50000022;CC;UPDATE
2024-01-22 13:14:38;[SUCCESS];DocumentList;22525;4355-XX-DE-21400004;CC;UPDATE
2024-01-22 13:14:41;[SUCCESS];StagingArea;FileName: 21-PIDEL-P2004_CC.pdf;UPDATED
2024-01-22 13:14:43;[SUCCESS];Client Document List;18294;4355-XX-DE-21400004;CC;UPDATE
2024-01-22 13:14:46;[SUCCESS];CE;Chief Engineering-Metallurgy-Welding-Corrosion Prevention;FileName: 21-PIDEL-P2004_BB_CR.pdf;UPDATED
2024-01-22 13:14:48;[SUCCESS];CE;Chief Engineering-Metallurgy-Welding-Corrosion Prevention;FileName: 21-PIDEL-P2004_CC.pdf;UPDATED
2024-01-22 13:14:51;[SUCCESS];Review Task Panel;75883;4355-XX-DE-21400004;CC;UPDATE
2024-01-22 13:14:54;[SUCCESS];Review Task Panel;75884;4355-XX-DE-21400004;CC;UPDATE
2024-01-22 13:14:56;[SUCCESS];Review Task Panel;75885;4355-XX-DE-21400004;CC;UPDATE
2024-01-22 13:14:58;[SUCCESS];Review Task Panel;75886;4355-XX-DE-21400004;CC;UPDATE
2024-01-22 13:15:00;[SUCCESS];Review Task Panel;75887;4355-XX-DE-21400004;CC;UPDATE
2024-01-22 13:15:02;[SUCCESS];Review Task Panel;75888;4355-XX-DE-21400004;CC;UPDATE
2024-01-22 13:15:04;[SUCCESS];Review Task Panel;75889;4355-XX-DE-21400004;CC;UPDATE
2024-01-22 13:15:06;[SUCCESS];Review Task Panel;75890;4355-XX-DE-21400004;CC;UPDATE
2024-01-22 13:15:08;[SUCCESS];Review Task Panel;75891;4355-XX-DE-21400004;CC;UPDATE
2024-01-22 13:15:11;[SUCCESS];Review Task Panel;75892;4355-XX-DE-21400004;CC;UPDATE
2024-01-22 13:15:13;[SUCCESS];Review Task Panel;75893;4355-XX-DE-21400004;CC;UPDATE
2024-01-22 13:15:15;[SUCCESS];Review Task Panel;75894;4355-XX-DE-21400004;CC;UPDATE
2024-01-22 13:15:17;[SUCCESS];Review Task Panel;75895;4355-XX-DE-21400004;CC;UPDATE
2024-01-22 13:15:19;[SUCCESS];Review Task Panel;75896;4355-XX-DE-21400004;CC;UPDATE
2024-01-22 13:15:21;[SUCCESS];Review Task Panel;75897;4355-XX-DE-21400004;CC;UPDATE
2024-01-22 13:15:24;[SUCCESS];Review Task Panel;75898;4355-XX-DE-21400004;CC;UPDATE
2024-01-22 13:15:26;[SUCCESS];Review Task Panel;75899;4355-XX-DE-21400004;CC;UPDATE
2024-01-22 13:15:28;[SUCCESS];Review Task Panel;75900;4355-XX-DE-21400004;CC;UPDATE
2024-01-22 13:15:30;[SUCCESS];Review Task Panel;75901;4355-XX-DE-21400004;CC;UPDATE
2024-01-22 13:15:33;[SUCCESS];DocumentList;22563;4355-XX-DE-50000031;CC;UPDATE
2024-01-22 13:15:34;[SUCCESS];Client Document List;18383;4355-XX-DE-50000031;CC;UPDATE
2024-01-22 13:15:37;[SUCCESS];CE;Chief Engineering-Metallurgy-Welding-Corrosion Prevention;FileName: 50-PIDEL-B1031_BB_CR.pdf;UPDATED
2024-01-22 13:15:39;[SUCCESS];CE;Chief Engineering-Metallurgy-Welding-Corrosion Prevention;FileName: 50-PIDEL-B1031_CC.pdf;UPDATED
2024-01-22 13:15:42;[SUCCESS];Review Task Panel;75903;4355-XX-DE-50000031;CC;UPDATE
2024-01-22 13:15:45;[SUCCESS];Review Task Panel;75909;4355-XX-DE-50000031;CC;UPDATE
2024-01-22 13:15:48;[SUCCESS];Review Task Panel;75911;4355-XX-DE-50000031;CC;UPDATE
2024-01-22 13:15:50;[SUCCESS];Review Task Panel;75916;4355-XX-DE-50000031;CC;UPDATE
2024-01-22 13:15:52;[SUCCESS];Review Task Panel;75922;4355-XX-DE-50000031;CC;UPDATE
2024-01-22 13:15:54;[SUCCESS];Review Task Panel;75926;4355-XX-DE-50000031;CC;UPDATE
2024-01-22 13:15:56;[SUCCESS];Review Task Panel;75931;4355-XX-DE-50000031;CC;UPDATE
2024-01-22 13:15:58;[SUCCESS];Review Task Panel;75936;4355-XX-DE-50000031;CC;UPDATE
