Timestamp;Type;ListName;ID;Action;Key;Value;OldValue
2023-12-07 14:42:39;[SUCCESS] 4274-CE-VD-PL20020019E4002A001;;TCM-RDI-VD-00001
2023-12-07 14:42:40;[SUCCESS] 4274-GG-VD-PL20050000000GEN001;;TCM-RDI-VD-00072
2023-12-07 14:42:40;[SUCCESS] 4274-GG-VD-PS20050000000GEN002;;TCM-RDI-VD-00072
2023-12-07 14:42:41;[SUCCESS] 4274-GG-VD-PL20050000000GEN001;;TCM-RDI-VD-00072
2023-12-07 14:42:42;[SUCCESS] 4274-GG-VD-PS20050000000GEN002;;TCM-RDI-VD-00072
2023-12-07 14:42:43;[SUCCESS] 4274-GG-VD-PL20050000000GEN001;;TCM-RDI-VD-00072
2023-12-07 14:42:43;[SUCCESS] 4274-GG-VD-PS20050000000GEN002;;TCM-RDI-VD-00072
2023-12-07 14:42:44;[SUCCESS] 4274-GG-VD-PL20050000000GEN001;;TCM-RDI-VD-00072
2023-12-07 14:42:45;[SUCCESS] 4274-GG-VD-PS20050000000GEN002;;TCM-RDI-VD-00072
2023-12-07 14:42:46;[SUCCESS] 4274-GG-VD-PL20050000000GEN001;;TCM-RDI-VD-00072
2023-12-07 14:42:46;[SUCCESS] 4274-GG-VD-PS20050000000GEN002;;TCM-RDI-VD-00072
2023-12-07 14:42:47;[SUCCESS] 4274-GG-VD-PL20050000000GEN001;;TCM-RDI-VD-00072
2023-12-07 14:42:48;[SUCCESS] 4274-GG-VD-PS20050000000GEN002;;TCM-RDI-VD-00072
2023-12-07 14:42:49;[SUCCESS] 4274-GG-VD-PL20050000000GEN001;;TCM-RDI-VD-00072
2023-12-07 14:42:49;[SUCCESS] 4274-GG-VD-PS20050000000GEN002;;TCM-RDI-VD-00072
2023-12-07 14:42:51;[SUCCESS] 4274-CE-VD-SC20020019E4002A004;;TCM-RDI-VD-00145
2023-12-07 14:42:52;[SUCCESS] 4274-CE-VD-SC20020019E4002A004;;TCM-RDI-VD-00145
2023-12-07 14:42:53;[SUCCESS] 4274-CE-VD-SC20020019E4002A004;;TCM-RDI-VD-00145
2023-12-07 14:42:54;[SUCCESS] 4274-CE-VD-QC20020019E4002A001;;TCM-RDI-VD-00120
2023-12-07 14:42:54;[SUCCESS] 4274-CE-VD-FW20020019E4002A001;;TCM-RDI-VD-00120
2023-12-07 14:42:55;[SUCCESS] 4274-CE-VD-SC20020019E4002A004;;TCM-RDI-VD-00145
2023-12-07 14:42:56;[SUCCESS] 4274-CE-VD-FW20020019E4002A001;;TCM-RDI-VD-00120
2023-12-07 14:42:57;[SUCCESS] 4274-CE-VD-QC20020019E4002A001;;TCM-RDI-VD-00120
2023-12-07 14:42:57;[SUCCESS] 4274-CE-VD-SC20020019E4002A004;;TCM-RDI-VD-00145
2023-12-07 14:42:58;[SUCCESS] 4274-CE-VD-QC20020019E4002A001;;TCM-RDI-VD-00120
2023-12-07 14:42:59;[SUCCESS] 4274-CE-VD-FW20020019E4002A001;;TCM-RDI-VD-00120
2023-12-07 14:42:59;[SUCCESS] 4274-CE-VD-SC20020019E4002A004;;TCM-RDI-VD-00145
2023-12-07 14:43:00;[SUCCESS] 4274-CE-VD-LG20020019E4002A002;;TCM-RDI-VD-00144
2023-12-07 14:43:00;[SUCCESS] 4274-CE-VD-LG20020019E4002A001;;TCM-RDI-VD-00144
2023-12-07 14:43:01;[SUCCESS] 4274-CE-VD-SD20020019E4002A006;;TCM-RDI-VD-00143
2023-12-07 14:43:02;[SUCCESS] 4274-CE-VD-SD20020019E4002A007;;TCM-RDI-VD-00143
2023-12-07 14:43:02;[SUCCESS] 4274-CE-VD-SD20020019E4002A009;;TCM-RDI-VD-00143
2023-12-07 14:43:03;[SUCCESS] 4274-CE-VD-SD20020019E4002A005;;TCM-RDI-VD-00143
2023-12-07 14:43:04;[SUCCESS] 4274-CE-VD-SD20020019E4002A004;;TCM-RDI-VD-00143
2023-12-07 14:43:04;[SUCCESS] 4274-CE-VD-SD20020019E4002A002;;TCM-RDI-VD-00143
2023-12-07 14:43:05;[SUCCESS] 4274-CE-VD-SD20020019E4002A003;;TCM-RDI-VD-00143
2023-12-07 14:43:06;[SUCCESS] 4274-CE-VD-SC20020019E4002A001;;TCM-RDI-VD-00142
2023-12-07 14:43:06;[SUCCESS] 4274-CE-VD-SC20020019E4002A005;;TCM-RDI-VD-00301
2023-12-07 14:43:08;[SUCCESS] 4274-CE-VD-SC20020019E4002A005;;TCM-RDI-VD-00301
2023-12-07 14:43:09;[SUCCESS] 4274-CR-VD-QC100200032R2100001;;TCM-RDI-VD-00431
2023-12-07 14:43:11;[SUCCESS] 4274-CC-VD-SC100900032T7201001;;TCM-RDI-VD-00620
2023-12-07 14:43:12;[SUCCESS] 4274-CC-VD-SC100900032T2400001;;TCM-RDI-VD-00622
2023-12-07 14:43:12;[SUCCESS] 4274-CC-VD-SC100900032T4300001;;TCM-RDI-VD-00595
2023-12-07 14:43:13;[SUCCESS] 4274-CC-VD-SC100900032T2401001;;TCM-RDI-VD-00569
2023-12-07 14:43:14;[SUCCESS] 4274-CC-VD-SC100900032T7203001;;TCM-RDI-VD-00741
2023-12-07 14:43:14;[SUCCESS] 4274-CC-VD-SC100900032E7200001;;TCM-RDI-VD-00623
2023-12-07 14:43:15;[SUCCESS] 4274-CC-VD-SC100900032E5001001;;TCM-RDI-VD-00599
2023-12-07 14:43:16;[SUCCESS] 4274-CC-VD-SC100900032T5001001;;TCM-RDI-VD-00598
2023-12-07 14:43:16;[SUCCESS] 4274-CC-VD-SC100900032T5200001;;TCM-RDI-VD-00597
2023-12-07 14:43:17;[SUCCESS] 4274-CC-VD-SC100900032T4300001;;TCM-RDI-VD-00595
2023-12-07 14:43:18;[SUCCESS] 4274-CC-VD-SC100900032T7203001;;TCM-RDI-VD-00741
2023-12-07 14:43:19;[SUCCESS] 4274-CC-VD-SC100900032T2401001;;TCM-RDI-VD-00569
2023-12-07 14:43:20;[SUCCESS] 4274-CC-VD-SC100900032T7201001;;TCM-RDI-VD-00620
2023-12-07 14:43:21;[SUCCESS] 4274-CC-VD-SC100900032E7200001;;TCM-RDI-VD-00623
2023-12-07 14:43:22;[SUCCESS] 4274-CC-VD-SC100900032T2400001;;TCM-RDI-VD-00622
2023-12-07 14:43:24;[SUCCESS] 4274-CC-VD-SC100900032T5001001;;TCM-RDI-VD-00598
2023-12-07 14:43:25;[SUCCESS] 4274-CC-VD-SC100900032T5200001;;TCM-RDI-VD-00597
2023-12-07 14:43:25;[SUCCESS] 4274-CC-VD-SC100900032T7201001;;TCM-RDI-VD-00620
2023-12-07 14:43:26;[SUCCESS] 4274-CC-VD-SC100900032E5001001;;TCM-RDI-VD-00599
2023-12-07 14:43:27;[SUCCESS] 4274-CC-VD-SC100900032T2400001;;TCM-RDI-VD-00622
2023-12-07 14:43:28;[SUCCESS] 4274-CC-VD-SC100900032T7203001;;TCM-RDI-VD-00741
2023-12-07 14:43:28;[SUCCESS] 4274-CC-VD-SC100900032E7200001;;TCM-RDI-VD-00623
2023-12-07 14:43:29;[SUCCESS] 4274-CC-VD-SC100900032T4300001;;TCM-RDI-VD-00595
2023-12-07 14:43:30;[SUCCESS] 4274-CC-VD-SC100900032T2401001;;TCM-RDI-VD-00569
2023-12-07 14:43:32;[SUCCESS] 4274-CC-VD-SC100900032T5200001;;TCM-RDI-VD-00597
2023-12-07 14:43:32;[SUCCESS] 4274-CC-VD-SC100900032T5001001;;TCM-RDI-VD-00598
2023-12-07 14:43:33;[SUCCESS] 4274-CC-VD-SC100900032T2400001;;TCM-RDI-VD-00622
2023-12-07 14:43:34;[SUCCESS] 4274-CC-VD-SC100900032E5001001;;TCM-RDI-VD-00599
2023-12-07 14:43:34;[SUCCESS] 4274-CC-VD-SC100900032T7201001;;TCM-RDI-VD-00620
2023-12-07 14:43:35;[SUCCESS] 4274-CC-VD-SC100900032T4300001;;TCM-RDI-VD-00595
2023-12-07 14:43:36;[SUCCESS] 4274-CC-VD-SC100900032T7203001;;TCM-RDI-VD-00741
2023-12-07 14:43:36;[SUCCESS] 4274-CC-VD-SC100900032E7200001;;TCM-RDI-VD-00623
2023-12-07 14:43:37;[SUCCESS] 4274-CC-VD-SC100900032T7203001;;TCM-RDI-VD-00741
2023-12-07 14:43:38;[SUCCESS] 4274-CC-VD-SC100900032E7200001;;TCM-RDI-VD-00623
2023-12-07 14:43:38;[SUCCESS] 4274-CC-VD-SC100900032T2400001;;TCM-RDI-VD-00622
2023-12-07 14:43:39;[SUCCESS] 4274-CC-VD-SC100900032T4300001;;TCM-RDI-VD-00595
2023-12-07 14:43:40;[SUCCESS] 4274-CC-VD-SC100900032T7203001;;TCM-RDI-VD-00741
2023-12-07 14:43:41;[SUCCESS] 4274-CC-VD-SC100900032E7200001;;TCM-RDI-VD-00623
2023-12-07 14:43:42;[SUCCESS] 4274-CD-VD-LG200700019T1421001;;TCM-RDI-VD-00674
2023-12-07 14:43:43;[SUCCESS] 4274-CD-VD-LG200700019D5210001;;TCM-RDI-VD-00674
2023-12-07 14:43:43;[SUCCESS] ;;
2023-12-07 14:43:44;[SUCCESS] 4274-CC-VD-SC100900032T7203001;;TCM-RDI-VD-00741
2023-12-07 14:43:45;[SUCCESS] 4274-CC-VD-SC100900032T7203001;;TCM-RDI-VD-00741
2023-12-07 14:43:46;[SUCCESS] 4274-CC-VD-SC100900032T7203001;;TCM-RDI-VD-00741
2023-12-07 14:43:47;[SUCCESS] 4274-CC-VD-SC100900032T7203001;;TCM-RDI-VD-02190
2023-12-07 14:43:48;[SUCCESS] 4274-CC-VD-QC100900032T7203001;;TCM-RDI-VD-00741
2023-12-07 14:43:49;[SUCCESS] 4274-CC-VD-QC100900032T4300001;;TCM-RDI-VD-00741
2023-12-07 14:43:49;[SUCCESS] 4274-CC-VD-QC100900032T2401001;;TCM-RDI-VD-00741
2023-12-07 14:43:50;[SUCCESS] 4274-CC-VD-QC100900032T5200001;;TCM-RDI-VD-00741
2023-12-07 14:43:50;[SUCCESS] 4274-CC-VD-QC10090032T7110B001;;TCM-RDI-VD-00741
2023-12-07 14:43:51;[SUCCESS] 4274-CC-VD-QC100900032T2400001;;TCM-RDI-VD-00741
2023-12-07 14:43:52;[SUCCESS] 4274-CC-VD-SD100900032T7203001;;TCM-RDI-VD-00741
2023-12-07 14:43:53;[SUCCESS] 4274-CC-VD-SD100900032T7203003;;TCM-RDI-VD-00741
2023-12-07 14:43:53;[SUCCESS] 4274-CC-VD-SD100900032T7203002;;TCM-RDI-VD-00741
2023-12-07 14:43:54;[SUCCESS] 4274-CC-VD-SD100900032T7203004;;TCM-RDI-VD-00741
2023-12-07 14:43:55;[SUCCESS] 4274-CC-VD-SD100900032T7203001;;TCM-RDI-VD-00741
2023-12-07 14:43:56;[SUCCESS] 4274-CC-VD-SD100900032T7203002;;TCM-RDI-VD-00741
2023-12-07 14:43:57;[SUCCESS] 4274-CC-VD-SD100900032T7203003;;TCM-RDI-VD-00741
2023-12-07 14:43:57;[SUCCESS] 4274-CD-VD-LG200700019D9112002;;TCM-RDI-VD-00674
